contact_id,customer_id,channel,value,is_primary,verified
CNT0000055,CUS0000022,LINE,@madison07,False,False
CNT0000056,CUS0000023,Phone,0997830275,True,True
CNT0000057,CUS0000023,Email,joshuagonzalez@example.net,False,True
CNT0000058,CUS0000024,Phone,0638696897,True,True
CNT0000059,CUS0000024,Email,jamesliu@example.net,False,True
CNT0000060,CUS0000025,Phone,0981026816,True,True
CNT0000061,CUS0000025,Email,epowell@example.org,False,True
CNT0000062,CUS0000025,LINE,@lirebecca,False,False
CNT0000063,CUS0000026,Phone,0847455013,True,True
CNT0000064,CUS0000026,Email,vincent04@example.com,False,False
CNT0000065,CUS0000027,Phone,0995564398,True,True
CNT0000066,CUS0000027,Email,wwhite@example.com,False,True
CNT0000067,CUS0000027,LINE,@andrewgaines,False,False
CNT0000068,CUS0000028,Phone,0978728004,True,True
CNT0000069,CUS0000028,Email,dwilliams@example.net,False,False
CNT0000070,CUS0000029,Phone,0660663429,True,True
CNT0000071,CUS0000029,Email,imartin@example.org,False,False
CNT0000072,CUS0000029,LINE,@rebecca33,False,False
CNT0000073,CUS0000030,Phone,0893335159,True,True
CNT0000074,CUS0000030,Email,tristan48@example.net,False,True
CNT0000075,CUS0000030,LINE,@kelseyrobinson,False,False
CNT0000076,CUS0000031,Phone,0669877388,True,True
CNT0000077,CUS0000031,Email,gabrielle02@example.com,False,True
CNT0000078,CUS0000032,Phone,0875531696,True,True
CNT0000079,CUS0000032,Email,stevensjennifer@example.net,False,True
CNT0000080,CUS0000033,Phone,0836687978,True,True
CNT0000081,CUS0000033,Email,charles12@example.net,False,True
CNT0000082,CUS0000033,LINE,@sanchezdonald,False,False
CNT0000083,CUS0000034,Phone,0663765257,True,True
CNT0000084,CUS0000034,Email,nguyenanna@example.net,False,True
CNT0000085,CUS0000035,Phone,0615946246,True,True
CNT0000086,CUS0000035,LINE,@zjohnson,False,False
CNT0000087,CUS0000036,Phone,0830654781,True,True
CNT0000088,CUS0000036,Email,elizabethmcclain@example.net,False,True
CNT0000089,CUS0000037,Phone,0984815210,True,True
CNT0000090,CUS0000038,Phone,0658582190,True,True
CNT0000091,CUS0000038,Email,allison97@example.net,False,False
CNT0000092,CUS0000038,LINE,@cware,False,False
CNT0000093,CUS0000039,Phone,0680266071,True,True
CNT0000094,CUS0000039,Email,stephenparker@example.com,False,False
CNT0000095,CUS0000040,Phone,0628357663,True,True
CNT0000096,CUS0000040,Email,james66@example.com,False,True
CNT0000097,CUS0000041,Phone,0931360127,True,True
CNT0000098,CUS0000041,Email,allenryan@example.org,False,True
CNT0000099,CUS0000042,Phone,0852675162,True,True
CNT0000100,CUS0000043,Phone,0854153930,True,True
CNT0000101,CUS0000043,Email,cnunez@example.org,False,True
CNT0000102,CUS0000043,LINE,@alexander44,False,False
CNT0000103,CUS0000044,Phone,0832624634,True,True
CNT0000104,CUS0000044,Email,miguelwest@example.com,False,True
CNT0000105,CUS0000044,LINE,@vwatson,False,False
CNT0000106,CUS0000045,Phone,0977613342,True,True
CNT0000107,CUS0000045,Email,gregorycaldwell@example.net,False,True
CNT0000108,CUS0000045,LINE,@ariel47,False,False
CNT0000109,CUS0000046,Phone,0613664642,True,True
CNT0000110,CUS0000046,Email,abbottandrew@example.net,False,True
CNT0000111,CUS0000046,LINE,@olsentiffany,False,False
CNT0000112,CUS0000047,Phone,0659526574,True,True
CNT0000113,CUS0000047,Email,whitesarah@example.org,False,True
CNT0000114,CUS0000048,Phone,0691218046,True,True
CNT0000115,CUS0000048,Email,christophermartinez@example.com,False,True
CNT0000116,CUS0000048,LINE,@danielle18,False,False
CNT0000117,CUS0000049,Phone,0954683830,True,True
CNT0000118,CUS0000049,Email,gbaird@example.net,False,True
CNT0000119,CUS0000049,LINE,@youngtaylor,False,False
CNT0000120,CUS0000050,Phone,0926255186,True,True
CNT0000121,CUS0000051,Phone,0683840802,True,True
CNT0000122,CUS0000051,Email,rbuck@example.com,False,True
CNT0000123,CUS0000052,Phone,0971347549,True,True
CNT0000124,CUS0000052,Email,deanna83@example.net,False,True
CNT0000125,CUS0000053,Phone,0937624129,True,True
CNT0000126,CUS0000054,Phone,0932666106,True,True
CNT0000127,CUS0000055,Phone,0862655642,True,True
CNT0000128,CUS0000055,Email,buckjohn@example.org,False,True
CNT0000129,CUS0000056,Phone,0696039153,True,True
CNT0000130,CUS0000056,Email,jenniferlewis@example.com,False,True
CNT0000131,CUS0000057,Phone,0996337225,True,True
CNT0000132,CUS0000058,Phone,0657788262,True,True
CNT0000133,CUS0000058,Email,willisjacob@example.com,False,True
CNT0000134,CUS0000059,Phone,0949313981,True,True
CNT0000135,CUS0000059,Email,vmclaughlin@example.net,False,True
CNT0000136,CUS0000059,LINE,@cole38,False,False
CNT0000137,CUS0000060,Phone,0658329143,True,True
CNT0000138,CUS0000060,Email,coleshannon@example.org,False,True
CNT0000139,CUS0000060,LINE,@rodney80,False,False
CNT0000140,CUS0000061,Phone,0664649639,True,True
CNT0000141,CUS0000061,Email,wwalker@example.com,False,True
CNT0000142,CUS0000062,Phone,0979217263,True,True
CNT0000143,CUS0000062,LINE,@dmccormick,False,False
CNT0000144,CUS0000063,Phone,0886187119,True,True
CNT0000145,CUS0000063,Email,gilbertpaula@example.org,False,True
CNT0000146,CUS0000063,LINE,@steven75,False,False
CNT0000147,CUS0000064,Phone,0616931390,True,True
CNT0000148,CUS0000064,Email,vgibson@example.com,False,True
CNT0000149,CUS0000064,LINE,@cooleymelanie,False,False
CNT0000150,CUS0000065,Phone,0682959211,True,True
CNT0000151,CUS0000065,LINE,@vortiz,False,False
CNT0000152,CUS0000066,Phone,0985175648,True,True
CNT0000153,CUS0000067,Phone,0826346971,True,True
CNT0000154,CUS0000068,Phone,0679579554,True,True
CNT0000155,CUS0000068,Email,teresa05@example.net,False,True
CNT0000156,CUS0000069,Phone,0883493312,True,True
CNT0000157,CUS0000069,Email,barronmichael@example.com,False,True
CNT0000158,CUS0000069,LINE,@kellialexander,False,False
CNT0000159,CUS0000070,Phone,0858481028,True,True
CNT0000160,CUS0000070,Email,msnyder@example.net,False,True
CNT0000161,CUS0000070,LINE,@guerrerojorge,False,False
CNT0000162,CUS0000071,Phone,0889474928,True,True
CNT0000163,CUS0000071,Email,amanda64@example.net,False,True
CNT0000164,CUS0000071,LINE,@michael87,False,False
CNT0000165,CUS0000072,Phone,0985288013,True,True
CNT0000166,CUS0000072,Email,kararamos@example.net,False,True
CNT0000167,CUS0000072,LINE,@wilcoxbrett,False,False
CNT0000168,CUS0000073,Phone,0895304939,True,True
CNT0000169,CUS0000073,Email,millercarrie@example.com,False,True
CNT0000170,CUS0000073,LINE,@nicoleperez,False,False
CNT0000171,CUS0000074,Phone,0961093219,True,True
CNT0000172,CUS0000074,Email,echristensen@example.org,False,True
CNT0000173,CUS0000075,Phone,0845869317,True,True
CNT0000174,CUS0000075,Email,martinrobert@example.net,False,True
CNT0000175,CUS0000076,Phone,0888045391,True,True
CNT0000176,CUS0000076,LINE,@heather14,False,False
CNT0000177,CUS0000077,Phone,0865157524,True,True
CNT0000178,CUS0000077,Email,awalker@example.org,False,True
CNT0000179,CUS0000077,LINE,@hernandezmaurice,False,False
CNT0000180,CUS0000078,Phone,0968552541,True,True
CNT0000181,CUS0000078,Email,joseph10@example.com,False,True
CNT0000182,CUS0000078,LINE,@adrianamayer,False,False
CNT0000183,CUS0000079,Phone,0847815999,True,True
CNT0000184,CUS0000079,Email,matthewjohnson@example.com,False,True
CNT0000185,CUS0000079,LINE,@joannaclark,False,False
CNT0000186,CUS0000080,Phone,0686047090,True,True
CNT0000187,CUS0000080,Email,escott@example.net,False,True
CNT0000188,CUS0000081,Phone,0915087155,True,True
CNT0000189,CUS0000081,Email,mckeemaria@example.org,False,True
CNT0000190,CUS0000082,Phone,0984196835,True,True
CNT0000191,CUS0000082,Email,xjackson@example.org,False,True
CNT0000192,CUS0000083,Phone,0919849174,True,True
CNT0000193,CUS0000083,Email,lbrown@example.com,False,True
CNT0000194,CUS0000084,Phone,0626980356,True,True
CNT0000195,CUS0000084,Email,kanestephanie@example.org,False,False
CNT0000196,CUS0000085,Phone,0690294156,True,True
CNT0000197,CUS0000085,Email,tabbott@example.com,False,True
CNT0000198,CUS0000085,LINE,@david92,False,False
CNT0000199,CUS0000086,Phone,0865973798,True,True
CNT0000200,CUS0000086,Email,robert76@example.org,False,True
CNT0000201,CUS0000086,LINE,@gcox,False,False
CNT0000202,CUS0000087,Phone,0639562739,True,True
CNT0000203,CUS0000087,Email,silvadalton@example.org,False,True
CNT0000204,CUS0000087,LINE,@nelsonjohn,False,False
CNT0000205,CUS0000088,Phone,0969297831,True,True
CNT0000206,CUS0000088,Email,darrylstevens@example.org,False,True
CNT0000207,CUS0000088,LINE,@kimvirginia,False,False
CNT0000208,CUS0000089,Phone,0854493820,True,True
CNT0000209,CUS0000089,Email,apeterson@example.net,False,True
CNT0000210,CUS0000089,LINE,@nathanmelton,False,False
CNT0000211,CUS0000090,Phone,0610946492,True,True
CNT0000212,CUS0000090,Email,deankelley@example.com,False,True
CNT0000213,CUS0000090,LINE,@hburnett,False,False
CNT0000214,CUS0000091,Phone,0991356091,True,True
CNT0000215,CUS0000091,Email,amanda20@example.com,False,True
CNT0000216,CUS0000092,Phone,0957660242,True,True
CNT0000217,CUS0000092,Email,garciadrew@example.com,False,True
CNT0000218,CUS0000093,Phone,0883723303,True,True
CNT0000219,CUS0000093,Email,samuelrios@example.net,False,False
CNT0000220,CUS0000094,Phone,0961587939,True,True
CNT0000221,CUS0000094,Email,thomastravis@example.org,False,True
CNT0000222,CUS0000095,Phone,0953239327,True,True
CNT0000223,CUS0000095,Email,kevinlloyd@example.com,False,True
CNT0000224,CUS0000095,LINE,@woodisaiah,False,False
CNT0000225,CUS0000096,Phone,0871597206,True,True
CNT0000226,CUS0000096,Email,rrios@example.com,False,True
CNT0000227,CUS0000097,Phone,0880939264,True,True
CNT0000228,CUS0000097,Email,emily67@example.org,False,True
CNT0000229,CUS0000098,Phone,0877614120,True,True
CNT0000230,CUS0000098,Email,daniel78@example.org,False,False
CNT0000231,CUS0000098,LINE,@smithlisa,False,False
CNT0000232,CUS0000099,Phone,0930411615,True,True
CNT0000233,CUS0000099,LINE,@kellymark,False,False
CNT0000234,CUS0000100,Phone,0610421364,True,True
CNT0000235,CUS0000100,Email,williamscasey@example.com,False,True
CNT0000236,CUS0000101,Phone,0971898236,True,True
CNT0000237,CUS0000101,Email,christopher53@example.com,False,False
CNT0000238,CUS0000101,LINE,@ricky79,False,False
CNT0000239,CUS0000102,Phone,0639312267,True,True
CNT0000240,CUS0000102,Email,ellisonbrandon@example.com,False,True
CNT0000241,CUS0000103,Phone,0676383675,True,True
CNT0000242,CUS0000103,LINE,@donna28,False,False
CNT0000243,CUS0000104,Phone,0833921608,True,True
CNT0000244,CUS0000105,Phone,0848184046,True,True
CNT0000245,CUS0000105,Email,kurt07@example.com,False,True
CNT0000246,CUS0000105,LINE,@sally33,False,False
CNT0000247,CUS0000106,Phone,0841645756,True,True
CNT0000248,CUS0000106,Email,cindy48@example.net,False,True
CNT0000249,CUS0000107,Phone,0855868699,True,True
CNT0000250,CUS0000107,Email,rnichols@example.net,False,True
CNT0000251,CUS0000107,LINE,@steven96,False,False
CNT0000252,CUS0000108,Phone,0984471484,True,True
CNT0000253,CUS0000108,Email,wcisneros@example.net,False,False
CNT0000254,CUS0000108,LINE,@crystal10,False,False
CNT0000255,CUS0000109,Phone,0628766425,True,True
CNT0000256,CUS0000109,Email,richardsjerry@example.net,False,True
CNT0000257,CUS0000110,Phone,0858106385,True,True
CNT0000258,CUS0000111,Phone,0948870124,True,True
CNT0000259,CUS0000111,Email,myerscorey@example.net,False,True
CNT0000260,CUS0000111,LINE,@woodsrebecca,False,False
CNT0000261,CUS0000112,Phone,0688475132,True,True
CNT0000262,CUS0000112,LINE,@angelhernandez,False,False
CNT0000263,CUS0000113,Phone,0855901971,True,True
CNT0000264,CUS0000113,Email,clarkkurt@example.org,False,False
CNT0000265,CUS0000113,LINE,@alopez,False,False
CNT0000266,CUS0000114,Phone,0825844170,True,True
CNT0000267,CUS0000114,Email,margaret74@example.com,False,True
CNT0000268,CUS0000114,LINE,@travis83,False,False
CNT0000269,CUS0000115,Phone,0863714684,True,True
CNT0000270,CUS0000116,Phone,0968708894,True,True
CNT0000271,CUS0000116,Email,wrightmitchell@example.com,False,True
CNT0000272,CUS0000117,Phone,0860360871,True,True
CNT0000273,CUS0000117,LINE,@jallen,False,False
CNT0000274,CUS0000118,Phone,0933814549,True,True
CNT0000275,CUS0000118,Email,ewilliams@example.net,False,True
CNT0000276,CUS0000119,Phone,0951170679,True,True
CNT0000277,CUS0000119,Email,andreabrown@example.org,False,True
CNT0000278,CUS0000119,LINE,@jared83,False,False
CNT0000279,CUS0000120,Phone,0633628819,True,True
CNT0000280,CUS0000120,Email,nashjennifer@example.net,False,True
CNT0000281,CUS0000121,Phone,0921850871,True,True
CNT0000282,CUS0000121,Email,kevin93@example.org,False,True
CNT0000283,CUS0000122,Phone,0976901650,True,True
CNT0000284,CUS0000122,Email,millercarmen@example.org,False,True
CNT0000285,CUS0000122,LINE,@xjones,False,False
CNT0000286,CUS0000123,Phone,0843211290,True,True
CNT0000287,CUS0000123,Email,oconnellkaitlin@example.org,False,False
CNT0000288,CUS0000124,Phone,0835103591,True,True
CNT0000289,CUS0000124,Email,lopezrick@example.com,False,True
CNT0000290,CUS0000124,LINE,@jonesmary,False,False
CNT0000291,CUS0000125,Phone,0661352174,True,True
CNT0000292,CUS0000125,Email,mendezlarry@example.org,False,True
CNT0000293,CUS0000126,Phone,0680475427,True,True
CNT0000294,CUS0000126,LINE,@levinejeremiah,False,False
CNT0000295,CUS0000127,Phone,0644548440,True,True
CNT0000296,CUS0000127,Email,howellcheryl@example.net,False,True
CNT0000297,CUS0000128,Phone,0814716338,True,True
CNT0000298,CUS0000128,Email,gatkins@example.com,False,True
CNT0000299,CUS0000129,Phone,0958485260,True,True
CNT0000300,CUS0000129,Email,joshua92@example.com,False,False
CNT0000301,CUS0000130,Phone,0612956748,True,True
CNT0000302,CUS0000130,LINE,@lisa24,False,False
CNT0000303,CUS0000131,Phone,0646167457,True,True
CNT0000304,CUS0000131,Email,shelley42@example.com,False,True
CNT0000305,CUS0000132,Phone,0822248126,True,True
CNT0000306,CUS0000132,Email,cynthiakelly@example.com,False,True
CNT0000307,CUS0000133,Phone,0646163637,True,True
CNT0000308,CUS0000133,Email,christinepowell@example.com,False,True
CNT0000309,CUS0000133,LINE,@danielsnicole,False,False
CNT0000310,CUS0000134,Phone,0847912895,True,True
CNT0000311,CUS0000134,Email,ybrown@example.com,False,True
CNT0000312,CUS0000134,LINE,@upena,False,False
CNT0000313,CUS0000135,Phone,0694241996,True,True
CNT0000314,CUS0000135,Email,oolson@example.net,False,True
CNT0000315,CUS0000135,LINE,@hayleybrown,False,False
CNT0000316,CUS0000136,Phone,0990343047,True,True
CNT0000317,CUS0000136,Email,miacunningham@example.org,False,True
CNT0000318,CUS0000136,LINE,@brianhogan,False,False
CNT0000319,CUS0000137,Phone,0691553727,True,True
CNT0000320,CUS0000137,Email,meganchapman@example.org,False,True
CNT0000321,CUS0000137,LINE,@thomas83,False,False
CNT0000322,CUS0000138,Phone,0658256949,True,True
CNT0000323,CUS0000138,Email,clarkcharles@example.com,False,True
CNT0000324,CUS0000139,Phone,0667423975,True,True
CNT0000325,CUS0000139,Email,herreramario@example.com,False,True
CNT0000326,CUS0000140,Phone,0817597691,True,True
CNT0000327,CUS0000140,Email,kimberlyhernandez@example.net,False,True
CNT0000328,CUS0000140,LINE,@jessica25,False,False
CNT0000329,CUS0000141,Phone,0979243524,True,True
CNT0000330,CUS0000141,Email,jerrydennis@example.net,False,True
CNT0000331,CUS0000141,LINE,@carpentermichael,False,False
CNT0000332,CUS0000142,Phone,0967441251,True,True
CNT0000333,CUS0000142,Email,maria53@example.net,False,False
CNT0000334,CUS0000143,Phone,0822600629,True,True
CNT0000335,CUS0000143,Email,adam44@example.com,False,False
CNT0000336,CUS0000143,LINE,@pparker,False,False
CNT0000337,CUS0000144,Phone,0968603004,True,True
CNT0000338,CUS0000144,Email,dianerogers@example.net,False,True
CNT0000339,CUS0000145,Phone,0890563730,True,True
CNT0000340,CUS0000145,Email,perezkara@example.com,False,False
CNT0000341,CUS0000146,Phone,0647296451,True,True
CNT0000342,CUS0000146,Email,jbell@example.com,False,True
CNT0000343,CUS0000147,Phone,0654709369,True,True
CNT0000344,CUS0000147,Email,ysalazar@example.net,False,True
CNT0000345,CUS0000147,LINE,@garcianicole,False,False
CNT0000346,CUS0000148,Phone,0962584767,True,True
CNT0000347,CUS0000148,LINE,@angela24,False,False
CNT0000348,CUS0000149,Phone,0691988220,True,True
CNT0000349,CUS0000149,Email,ublack@example.org,False,True
CNT0000350,CUS0000149,LINE,@kellytaylor,False,False
CNT0000351,CUS0000150,Phone,0616706194,True,True
CNT0000352,CUS0000150,LINE,@dylanherrera,False,False
CNT0000353,CUS0000151,Phone,0846222423,True,True
CNT0000354,CUS0000151,Email,adamsjennifer@example.org,False,True
CNT0000355,CUS0000152,Phone,0982454018,True,True
CNT0000356,CUS0000152,Email,charles44@example.com,False,True
CNT0000357,CUS0000153,Phone,0998537833,True,True
CNT0000358,CUS0000153,Email,ptodd@example.net,False,True
CNT0000359,CUS0000154,Phone,0970702482,True,True
CNT0000360,CUS0000154,Email,braychristopher@example.com,False,True
CNT0000361,CUS0000155,Phone,0629456786,True,True
CNT0000362,CUS0000155,Email,zkane@example.net,False,False
CNT0000363,CUS0000155,LINE,@dana95,False,False
CNT0000364,CUS0000156,Phone,0853166324,True,True
CNT0000365,CUS0000156,LINE,@williamscassandra,False,False
CNT0000366,CUS0000157,Phone,0938828538,True,True
CNT0000367,CUS0000157,LINE,@jonesmartha,False,False
CNT0000368,CUS0000158,Phone,0957948491,True,True
CNT0000369,CUS0000158,Email,jenniferlee@example.net,False,False
CNT0000370,CUS0000159,Phone,0917713912,True,True
CNT0000371,CUS0000159,Email,john81@example.org,False,True
CNT0000372,CUS0000160,Phone,0917517490,True,True
CNT0000373,CUS0000160,LINE,@samantha56,False,False
CNT0000374,CUS0000161,Phone,0628267236,True,True
CNT0000375,CUS0000161,Email,valerie48@example.net,False,True
CNT0000376,CUS0000161,LINE,@andrewgreen,False,False
CNT0000377,CUS0000162,Phone,0928505842,True,True
CNT0000378,CUS0000162,Email,nunezwilliam@example.net,False,True
CNT0000379,CUS0000162,LINE,@emartin,False,False
CNT0000380,CUS0000163,Phone,0693500842,True,True
CNT0000381,CUS0000163,Email,flemingryan@example.org,False,True
CNT0000382,CUS0000163,LINE,@lreynolds,False,False
CNT0000383,CUS0000164,Phone,0633307191,True,True
CNT0000384,CUS0000164,Email,ereeves@example.net,False,False
CNT0000385,CUS0000165,Phone,0964157859,True,True
CNT0000386,CUS0000165,Email,randallrebecca@example.org,False,True
CNT0000387,CUS0000166,Phone,0681085962,True,True
CNT0000388,CUS0000166,LINE,@taylorpatrick,False,False
CNT0000389,CUS0000167,Phone,0899973686,True,True
CNT0000390,CUS0000167,Email,ethompson@example.com,False,True
CNT0000391,CUS0000168,Phone,0994030724,True,True
CNT0000392,CUS0000169,Phone,0845229420,True,True
CNT0000393,CUS0000169,LINE,@johnjohnson,False,False
CNT0000394,CUS0000170,Phone,0659634250,True,True
CNT0000395,CUS0000170,Email,ryanmyers@example.net,False,False
CNT0000396,CUS0000170,LINE,@reyeshannah,False,False
CNT0000397,CUS0000171,Phone,0873073037,True,True
CNT0000398,CUS0000171,Email,mcphersonmegan@example.net,False,True
CNT0000399,CUS0000171,LINE,@hayesdrew,False,False
CNT0000400,CUS0000172,Phone,0888052892,True,True
CNT0000401,CUS0000172,Email,bweaver@example.org,False,True
CNT0000402,CUS0000172,LINE,@loverobert,False,False
CNT0000403,CUS0000173,Phone,0947060676,True,True
CNT0000404,CUS0000173,LINE,@craig14,False,False
CNT0000405,CUS0000174,Phone,0896365338,True,True
CNT0000406,CUS0000174,Email,rushmegan@example.com,False,True
CNT0000407,CUS0000174,LINE,@heatherbarker,False,False
CNT0000408,CUS0000175,Phone,0818783784,True,True
CNT0000409,CUS0000175,Email,courtneydavis@example.net,False,True
CNT0000410,CUS0000176,Phone,0629139375,True,True
CNT0000411,CUS0000176,Email,rebeccahumphrey@example.net,False,True
CNT0000412,CUS0000176,LINE,@hallderek,False,False
CNT0000413,CUS0000177,Phone,0991974861,True,True
CNT0000414,CUS0000177,Email,bryantjames@example.com,False,True
CNT0000415,CUS0000177,LINE,@zjoseph,False,False
CNT0000416,CUS0000178,Phone,0897841641,True,True
CNT0000417,CUS0000178,LINE,@nicholastucker,False,False
CNT0000418,CUS0000179,Phone,0937770120,True,True
CNT0000419,CUS0000179,LINE,@hallison,False,False
CNT0000420,CUS0000180,Phone,0959994829,True,True
CNT0000421,CUS0000180,Email,sarawelch@example.com,False,True
CNT0000422,CUS0000180,LINE,@bgoodman,False,False
CNT0000423,CUS0000181,Phone,0970745731,True,True
CNT0000424,CUS0000181,Email,scott56@example.com,False,True
CNT0000425,CUS0000182,Phone,0648818415,True,True
CNT0000426,CUS0000182,Email,greentiffany@example.com,False,True
CNT0000427,CUS0000182,LINE,@patricknoble,False,False
CNT0000428,CUS0000183,Phone,0695569194,True,True
CNT0000429,CUS0000183,Email,meganwhite@example.com,False,True
CNT0000430,CUS0000183,LINE,@clarkmary,False,False
CNT0000431,CUS0000184,Phone,0976162713,True,True
CNT0000432,CUS0000184,Email,bridgeshannah@example.com,False,True
CNT0000433,CUS0000185,Phone,0853985557,True,True
CNT0000434,CUS0000185,Email,taylorleonard@example.net,False,False
CNT0000435,CUS0000186,Phone,0987503200,True,True
CNT0000436,CUS0000186,Email,gsmith@example.net,False,False
CNT0000437,CUS0000186,LINE,@michellewalker,False,False
CNT0000438,CUS0000187,Phone,0997834023,True,True
CNT0000439,CUS0000187,Email,cooperlauren@example.com,False,True
CNT0000440,CUS0000187,LINE,@amaldonado,False,False
CNT0000441,CUS0000188,Phone,0952232759,True,True
CNT0000442,CUS0000188,Email,melissahays@example.org,False,True
CNT0000443,CUS0000188,LINE,@jonathanford,False,False
CNT0000444,CUS0000189,Phone,0852592632,True,True
CNT0000445,CUS0000189,Email,gravessamantha@example.com,False,True
CNT0000446,CUS0000189,LINE,@cynthiahudson,False,False
CNT0000447,CUS0000190,Phone,0887985729,True,True
CNT0000448,CUS0000190,Email,wdawson@example.org,False,True
CNT0000449,CUS0000191,Phone,0650096117,True,True
CNT0000450,CUS0000191,Email,ronaldthompson@example.org,False,True
CNT0000451,CUS0000191,LINE,@flemingkimberly,False,False
CNT0000452,CUS0000192,Phone,0669058134,True,True
CNT0000453,CUS0000192,Email,ashley41@example.com,False,False
CNT0000454,CUS0000193,Phone,0874894000,True,True
CNT0000455,CUS0000193,Email,gary00@example.org,False,True
CNT0000456,CUS0000194,Phone,0844621349,True,True
CNT0000457,CUS0000194,Email,seanhunt@example.net,False,True
CNT0000458,CUS0000194,LINE,@vbarnes,False,False
CNT0000459,CUS0000195,Phone,0812915225,True,True
CNT0000460,CUS0000195,Email,morrowaustin@example.net,False,True
CNT0000461,CUS0000195,LINE,@knelson,False,False
CNT0000462,CUS0000196,Phone,0696472920,True,True
CNT0000463,CUS0000196,Email,velasquezjulia@example.org,False,True
CNT0000464,CUS0000197,Phone,0690580921,True,True
CNT0000465,CUS0000197,Email,thomas40@example.org,False,True
CNT0000466,CUS0000197,LINE,@gregory91,False,False
CNT0000467,CUS0000198,Phone,0986232436,True,True
CNT0000468,CUS0000198,Email,mbrown@example.com,False,False
CNT0000469,CUS0000198,LINE,@pamelamoore,False,False
CNT0000470,CUS0000199,Phone,0841657141,True,True
CNT0000471,CUS0000199,Email,phillip93@example.net,False,True
CNT0000472,CUS0000200,Phone,0969651754,True,True
CNT0000473,CUS0000200,Email,jordanmaria@example.net,False,True
CNT0000474,CUS0000201,Phone,0685620049,True,True
CNT0000475,CUS0000201,Email,sergioochoa@example.com,False,True
CNT0000476,CUS0000202,Phone,0912253881,True,True
CNT0000477,CUS0000202,Email,psanders@example.net,False,True
CNT0000478,CUS0000203,Phone,0982383499,True,True
CNT0000479,CUS0000203,Email,nathan51@example.net,False,True
CNT0000480,CUS0000204,Phone,0925910957,True,True
CNT0000481,CUS0000204,Email,lhenson@example.com,False,True
CNT0000482,CUS0000205,Phone,0812739913,True,True
CNT0000483,CUS0000205,Email,dannywright@example.com,False,True
CNT0000484,CUS0000205,LINE,@anitawalker,False,False
CNT0000485,CUS0000206,Phone,0971231922,True,True
